1262	predicted protein	121a0d078c969d2b00020a20d8230d4a
586	ABC transporter solute-binding protein	071f236e96077631c8755155a4a08c58
249	30S ribosomal protein S15;30S ribosomal protein S15;30S ribosomal protein S15;30S ribosomal protein S15	061d9f858919cd7f35d59aab073ebe22
118	predicted protein	14fcc3008ee02f58d900a57d2e4f8b91
50	;-A-L-fucosidase	1346b3a98d665173241eb0a69eb23c1a
47	hypothetical protein	02a3eb734549ef9b8b8f13e9a97959b7
29	hypothetical protein;CRISPR-associated DNA polymerase	0fc69ba667bd257e331193fbd4331abf
23	putative sugar ABC transport system membrane protein	039208212b1ef796edfab806d4438c49
19	maltodextrin transport system permease	0e784d7b1249261f03a740bf363a6c41
15	endoglucanase family 5;hypothetical protein	02a0cac5d5132112fe74c4e3248dee5f
14	transposase IS200-family protein	13727e3e83ec6c2c2dcb3d42ad02dd90
14	putative phosphoketolase	0d29aea371ae1857c5fcc8e0f940ade2
13	hypothetical protein;hypothetical protein	0d57de0781ce90abd03f7aeb633162a2
12	endo-;-beta-xylanase/Beta-xylosidase	0455d55550198cb36cd16495c5ec5dbf
11	hypothetical protein	0ec49e725a48bccf91c92f01321d4112
11	nucleoside-diphosphate-sugar epimerases-like	0da823933f387b5fe2ae0b0968c3bfef
10	hypothetical protein	0e2e1810f253e29df2f9d84158488c88
10	xylosidase or glucosidase	01d1464f96d75e78c122d9594c48d445
8	N-acylglucosamine 2-epimerase	007b3ba65ed49d223b8a5fd281336092
7	hypothetical protein	05771c231795632fbc95e8e121eaf503
7	hypothetical protein;hypothetical protein;hypothetical protein;hypothetical protein	0229052bb0e5b38947abb07c6c11fb1b
7	hypothetical protein;hypothetical protein	09d9f0ba266b9e214956a1ebc569d82c
7	SalY-type ABC antimicrobial peptide transport system permease component;COG0577: ABC-type antimicrobial peptide transport syste;ermease component	15519ac58376577a8d925723b97e9dd1
6	30S ribosomal protein S7;hypothetical protein	09fd8ff8ef64a5910386c26f991eb913
6	hypothetical protein	04900615bef14fee5f065e91d67fa179
6	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	0beec1ca91584070f70e55ceaff4d8f8
6	putative glycosyltransferase	0a4dd653e95699fc47cee6a31ffb4a6e
6	protein of unknown function DUF214	01ddcb19a1556c5357963090ee04180a
5	peptidyl-prolyl cis-trans isomerase	0d812aaf668adace9067d5c98dc7c108
5	hypothetical protein	1188c28e10979c09f5489040702d6956
5	transposase	0f5aa888964a8e9f0d11131fc9e769f0
5	hypothetical protein;hypothetical protein;putative galactofuranosyltransferase;hypothetical protein	0d10c6b2bbe70b77a7049fad12d53c97
5	hypothetical protein	0b1854663224b6ce7b656e858e4a2956
4	hypothetical protein	0bd9c4235ad149896d8827ffeb0050db
4	phosphate transporter;phosphate transporter family protein	03e8fddafd966ab5e54bf00f1b4bf77f
4	addiction module toxi;xe/YoeB family	152ba22cb21582f14e63b8d35b4d1af9
4	possible trans-;-dihydrobenzene-;-diol dehydrogenase;oxidoreductase	082f78d0de66c802858d304da1c19e1b
4	rpse;30S ribosomal protein S5;ribosomal protein S5;30S ribosomal protein S5	112334f07245fdde4b99c3a88e336da4
4	COG1250: 3-hydroxyacyl-CoA dehydrogenase	1274b36b6be3b2acc2514e1c6888842b
4	hypothetical protein	059d0b2f67cbcb0ef9d79cb04bcb3454
4	phosphoribosylformylglycinamidine synthase PurL	053e8a831fcabfe1eec55ffffe14b079
3	inosine-5''-monophosphate dehydrogenase	0704070aab56fd9eb324bb3ecc372c6d
3	hypothetical protein	092500020783911ba5edc42c96a8fe90
3	hypothetical protein	122f2a5fa5f68155cfa9fde7af6c8ddc
3	COG0505: Carbamoylphosphate synthase small subunit;carbamoyl phosphate synthase small subunit	0ec3ef111a90e4e59790c7480de9e184
3	conserved hypothetical protein	007e9ce45b7d25536035dc9515d00826
3	conserved hypothetical protein	061db0bd8c5efab279762f29e90114fc
3	hypothetical protein	0bf0dde8eb6ec010bd055013530c8a53
3	rhamnosyltransferase	0de2c79068989a1b4c0e66ca11735f19
3	binding-protein-dependent transport systems inner membrane component	0e88c96a5dc63992a76c47a9a5f07b50
3	glycogen branching enzyme	0aa648ee985687cda98601155a7dabef
3	LacZ protein	130322164ce8ae6d5e7917d2a55b7b00
3	hypothetical protein	0778e74371f04831117ebe0e74589b23
2	B-galactosidase	1371f61f6256e4ee0aab38871c0e5554
2	fructose-bisphosphate aldolase	10902a7229a6dbc918a31c5fc15801e6
2	COG0463: Glycosyltransferases involved in cell wall biogenesis;cell wall membrane glycosyltransferase	01b3e36417091710950bad3409e42d08
2	5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase	12f39bb8ce3618492fc35e8c47a092b5
2	hypothetical protein	0697b1dc0f3203786b588029c33acfc5
2	pyridoxal biosynthesis lyase PdxS	0c7338bbd4bd30f078bfb701abdf989e
2	50S ribosomal protein L6;50S ribosomal protein L6;50S ribosomal protein L6;50S ribosomal protein L6	0d3022e6490925c7f4c77b78a532b30d
2	ABC transporter ATP-binding protein	1043b17df6d13341bc57b8f6ef0b1d83
2	COG0477: Permeases of the major facilitator superfamily	0506ea0f2cbaddf2d6a1620960161426
2	50S ribosomal protein L24;50S ribosomal protein L24;rplx;COG0198: Ribosomal protein L24;50S ribosomal protein L24;ribosomal protein L24;50S ribosomal protein L24	0ad53ae5f5bf4020a1dbc39ba5287917
2	UreE urease accessory domain protein	05937f2a0d0b29628a649aa63b9b7ed3
2	hypothetical protein	06546191dd500f43b6df4fff80060c6d
2	alpha-L-arabinofuranosidase;COG3534: Alpha-L-arabinofuranosidase	12fdfcf6edb2b6f4e75be770f2acfeb7
2	putative fimbrial associated sortase-like protein	0949f8b4600d10ec5bbd637e34cefec3
2	xfp;COG3957: Phosphoketolase;xylulose-5-phosphate/fructose-6-phosphate phosphoketolase;putative phosphoketolase;fructose-6-phosphate phosphoketolase	0b59ff7cc09f839da9678ce212719993
2	COG0480: Translation elongation factors (GTPases)	0d5299abba16603d24c2915012ba983a
2	haloacid dehalogenas;A family protein	119c9c8031be9ad1c1b10d090452594d
2	heat-inducible transcription repressor	14ad7c703124dfbf0938cfa7aef1d84c
2	hypothetical protein	0fda2edb28f14ad6ddf0d01a710dad0c
2	F0F1-type ATP synthase subunit C;atpe;ATP synthase C chain;ATP synthase F0 subunit C;ATP synthase C subunit;ATP synthase C subunit;COG0636: F0F1-type ATP synthas;ubunit c/Archaeal/vacuolar-type H+-ATPas;ubunit K	0b4a270f7009599886aa9b93f82c205f
2	ketol-acid reductoisomerase;ketol-acid reductoisomerase;ketol-acid reductoisomerase;ketol-acid reductoisomerase;COG0059: Ketol-acid reductoisomerase;ilvc1	057dea8b04567544993eaece60e15c1d
2	topoisomerase I;COG0550: Topoisomerase IA	074fb371896d75b949bf79202434c736
2	glycosyl transferas;amily 2;hypothetical protein	0de60053160101712f547624b4c1c2e9
2	phosphoribosylformylglycinamidine synthase	07e8e136fa96249c46a68db2ad8ba950
2	beta-glucosidase;hypothetical protein	0604b316c30400eca378290cd348be55
2	excinuclease ATPase subunit	002bf2139d5d27e332e2b374f11396d8
2	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase;CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase	0a5e62f50dce9c0d6ab413077e7648e8
2	hypothetical protein;hypothetical protein	11117a6885d2c352e2b8356e91f57fd9
2	hypothetical protein	08c49a78c5629cbbb1cc37b172ec091f
2	endo-alpha-N-acetylgalactosaminidase	1026bd6e79e78ccad9c53a608f0bf8a6
2	hypothetical protein	0395a9e8f2d427f31751cbe6f9d92ea6
1	predicted protein;hypothetical protein	02c92645bf131a2fa02b9a1a2dda50ae
1	LacI-type transcriptional regulator;probable LacI-type transcriptional regulator	06f6451bab1e445b92e64792e32013fb
1	hypothetical protein	0cbc1d0de4ac1a97a3cdf4ca3dd69f73
1	DEAD box-like helicase	0322f99cf1f61289d43aad7881c551d3
1	hypothetical protein	00d5da344e518a1280ed07154179a0ce
1	phosphoglucomutase or phosphomannomutase	0ea408ffd58cfa0f9bc47017c4774db5
1	aspartyl-tRNA synthetase;aspartyl-tRNA synthetase;aspartyl-tRNA synthetase;aspartyl-tRNA synthetase	06d1dc8a721d80881c1dad5232d809f9
1	hypothetical protein;PSE family sulfate exporter;conserved hypothetical protein	12aa09cadca1a7558552e76849cb5de5
