Kingdom	Phylum	Class	Order	Family	Genus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Promicromonosporaceae	Promicromonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Promicromonosporaceae	Xylanibacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Promicromonosporaceae	Xylanimicrobium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Promicromonosporaceae	Xylanimonas
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Rarobacteraceae	Rarobacter
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Ruaniaceae	Haloactinobacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Ruaniaceae	Ruania
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Sanguibacteraceae	Sanguibacter
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Yaniellaceae	Yaniella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Actinaurispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Actinocatenispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Actinoplanes
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Allocatelliglobosispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Asanoa
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Catellatospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Catelliglobosispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Catenuloplanes
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Couchioplanes
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Dactylosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Hamadaea
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Jishengella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Krasilnikovia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Longispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Luedemannella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Micromonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Phytohabitans
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Phytomonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Pilimelia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Planopolyspora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Planosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Plantactinospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Polymorphospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Pseudosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Rugosimonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Salinispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Spirilliplanes
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Verrucosispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Micromonosporaceae	Virgisporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Actinopolymorpha
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Aeromicrobium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Flindersiella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Kribbella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Marmoricola
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Nocardioides
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardioidaceae	Thermasporomyces
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Aestuariimicrobium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Arachnia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Auraticoccus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Brooklawnia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Friedmanniella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Granulicoccus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Luteococcus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Microlunatus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Micropruina
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propionibacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propionicicella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propioniciclava
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propionicimonas
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propioniferax
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Propionimicrobium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Propionibacteriaceae	Tessaracoccus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Actinoalloteichus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Actinokineospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Actinomycetospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Actinophytocola
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Actinosynnema
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Alloactinosynnema
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Allokutzneria
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Amycolatopsis
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Crossiella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Goodfellowiella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Haloechinothrix
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Kutzneria
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Lechevalieria
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Lentzea
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Prauserella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Pseudonocardia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Saccharomonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Saccharopolyspora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Saccharothrix
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Sciscionella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Streptoalloteichus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Thermobispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Thermocrispum
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Umezawaea
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Pseudonocardiaceae	Yuhushiella
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptomycetaceae	Kitasatoa
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptomycetaceae	Kitasatospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptomycetaceae	Streptacidiphilus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptomycetaceae	Streptomyces
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptomycetaceae	Sinosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Haloactinospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Marinactinospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Murinocardiopsis
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Nocardiopsis
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Salinactinospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Spinactinospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Streptomonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Nocardiopsaceae	Thermobifida
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Acrocarpospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Herbidospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Microbispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Microtetraspora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Nonomuraea
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Planobispora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Planomonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Planotetraspora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Sphaerisporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Streptosporangium
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Streptosporangiaceae	Thermopolyspora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Thermomonosporaceae	Actinoallomurus
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Thermomonosporaceae	Actinocorallia
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Thermomonosporaceae	Actinomadura
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Thermomonosporaceae	Spirillospora
Bacteria	Actinobacteria	Verrucomicrobiae	Actinomycetales	Thermomonosporaceae	Thermomonospora
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Metascardovia
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Parascardovia
Bacteria	Actinobacteria	Verrucomicrobiae	Bifidobacteriales	Bifidobacteriaceae	Scardovia
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Adlercreutzia
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Asaccharobacter
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Atopobium
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Collinsella
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Coriobacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Cryptobacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Denitrobacterium
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Eggerthella
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Enterorhabdus
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Gordonibacter
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Olsenella
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Paraeggerthella
Bacteria	Actinobacteria	Verrucomicrobiae	Coriobacteriales	Coriobacteriaceae	Slackia
Bacteria	Actinobacteria	Verrucomicrobiae	Euzebyales	Euzebyaceae	Euzebya
Bacteria	Actinobacteria	Verrucomicrobiae	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor
Bacteria	Actinobacteria	Verrucomicrobiae	Gaiellales	Gaiellaceae	Gaiella
Bacteria	Actinobacteria	Verrucomicrobiae	Rubrobacterales	Rubrobacteraceae	Rubrobacter
Bacteria	Actinobacteria	Verrucomicrobiae	Solirubrobacterales	Conexibacteraceae	Conexibacter
Bacteria	Actinobacteria	Verrucomicrobiae	Solirubrobacterales	Patulibacteraceae	Patulibacter
Bacteria	Actinobacteria	Verrucomicrobiae	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
Bacteria	Actinobacteria	Verrucomicrobiae	Thermoleophilales	Thermoleophilaceae	Thermoleophilum
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Thermoleophilaceae	Aciditerrimonas
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ferrithrix
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter
Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Iamia
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea
Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Heliothrix
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus
Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris
Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon
Bacteria	Chloroflexi	Dehalococcoidetes	Herpetosiphonales	Herpetosiphonaceae	Dehalogenimonas
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix
Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora
Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter
Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Exiguobacterium
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Gemella
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Geomicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Rummeliibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Solibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Thermomicrobiaceae	Thermicanus
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia
Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Allobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aquisalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Calditerricola
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Falsibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Filobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halalkalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halolactibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Marinococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Microaerobacter
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Natribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Natronobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paraliobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paucisalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Piscibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Psychrobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Saccharococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salinibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salirhabdus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salsuginibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sediminibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Streptohalobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Tenuibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Terribacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Thalassobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Viridibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Vulcanibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Brochothrix
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Fontibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Oxalophagus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Saccharibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Thermobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Pasteuriaceae	Pasteuria
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Filibacter
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Jeotgalibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina
Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sinobaca
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Sporolactobacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Tuberibacillus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Desmospora
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Kroppenstedtia
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Laceyella
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Marininema
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Mechercharimyces
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Seinonella
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces
Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoflavimicrobium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Dolosicoccus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella
Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Agitococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Allofustis
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopobacter
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Desemzia
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Pisciglobus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Bavariicoccus
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Catellicoccus
